Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Flow IAT Mean,Fwd IAT Mean,Fwd Header Length,Flow IAT Std,Flow Bytes/s,Label
426783.56170654297,7,0,1159,0,522,20,165.57142857142858,71130.59361775716,71130.59361775716,140,108078.53788317108,2715.662232550864,0
424459.69581604,22,0,1279,0,488,20,58.13636363636363,20212.36646743048,20212.36646743048,440,47694.42530051583,3013.2425118504443,1
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,0
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0,0
348256.82640075684,6,0,1283,0,667,20,213.83333333333331,69651.36528015137,69651.36528015137,120,126028.99787082666,3684.062745473901,1
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0,0
980.1387786865234,2,0,16,0,8,8,8.0,980.1387786865234,980.1387786865234,0,0.0,16324.218924835806,0
436017.7516937256,39,0,52639,0,1472,20,1349.7179487179487,11474.1513603612,11474.1513603612,780,67539.30658333501,120726.73599990376,1
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,0
1.0,2,0,1093,0,1021,72,546.5,0.0,0.0,40,0.0,1093000000.0,0
897719.3832397461,31,0,5183,0,1472,20,167.19354838709677,29923.97944132487,29923.97944132487,632,76369.55230816161,5773.519093789937,0
599049.8065948486,31,0,2763,0,1024,20,89.12903225806451,19968.326886494957,19968.326886494957,620,81863.35857378217,4612.304301883669,0
563211.4410400391,9,0,5126,0,1472,20,569.5555555555555,70401.43013000488,70401.43013000488,180,130504.18017727709,9101.377611460117,0
1061176.7768859863,71,0,5971,0,1472,20,84.09859154929578,15159.668241228375,15159.668241228375,1420,46596.82550393285,5626.772211809842,0
716259.0026855469,5,0,124,0,32,20,24.8,179064.75067138672,179064.75067138672,124,122000.845566279,173.12173324882963,0
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0,0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,0
275243.99757385254,2,0,79,0,59,20,39.5,275243.99757385254,275243.99757385254,40,0.0,287.01806650226035,1
711118.221282959,7,0,1302,0,666,20,186.0,118519.70354715984,118519.70354715984,140,120801.70858803156,1830.919193226417,1
295650.0053405762,2,0,79,0,59,20,39.5,295650.0053405762,295650.0053405762,40,0.0,267.2078422897215,0
300712.58544921875,32,0,40750,0,1472,20,1273.4375,9700.405982232864,9700.405982232864,640,37069.33788400035,135511.45502981098,0
480946.0639953613,2,0,64,0,32,32,32.0,480946.0639953613,480946.0639953613,64,0.0,133.07105472146517,1
254669.189453125,5,0,251,0,101,20,50.2,63667.29736328125,63667.29736328125,100,100757.08293710036,985.5923307369684,1
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,0
1004471.7788696288,2668,0,53360,0,20,20,20.0,376.6298383463176,376.6298383463176,53360,653.1980240539411,53122.44815882043,1
7990.837097167969,7,0,214,0,59,20,30.571428571428573,1331.806182861328,1331.806182861328,140,1507.2480212616406,26780.673588733735,0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,1
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,0
441512.5846862793,11,0,10508,0,1472,20,955.2727272727273,44151.25846862793,44151.25846862793,220,136120.75935938852,23800.00109728821,0
352096.0807800293,2,0,64,0,32,32,32.0,352096.0807800293,352096.0807800293,64,0.0,181.7685668588392,0
322582.9601287842,5,0,1442,0,677,20,288.4,80645.74003219604,80645.74003219604,100,127354.974849649,4470.167920290374,1
1.0,1,0,20,0,20,20,20.0,0.0,0.0,20,0.0,20000000.0,1
1008036.6134643556,2835,0,56700,0,20,20,20.0,355.69393559081,355.69393559081,56700,593.1005638695391,56247.95691213743,1
525716.7816162109,7,0,1315,0,678,20,187.8571428571429,87619.46360270183,87619.46360270183,140,117776.4136415543,2501.346820159128,0
756118.2975769043,7,0,1422,0,743,20,203.14285714285717,126019.71626281738,126019.71626281738,140,171536.93622103613,1880.6580988147152,0
444353.8188934326,11,0,1171,0,971,20,106.45454545454544,44435.38188934326,44435.38188934326,220,91350.33694032003,2635.2873548293637,0
755613.3270263672,32,0,40717,0,1472,20,1272.40625,24374.623452463456,24374.623452463456,640,122404.31716059695,53886.02681246671,0
1.0,1,0,20,0,20,20,20.0,0.0,0.0,20,0.0,20000000.0,0
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0,0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,0
785214.900970459,97,0,138339,0,1472,20,1426.1752577319587,8179.321885108948,8179.321885108948,1940,42408.72302881674,176179.7946384165,0
709819.3168640137,15,0,14478,0,1404,20,965.2,50701.37977600098,50701.37977600098,300,137685.674997218,20396.739925258586,0
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0,0
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0,0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,0
812570.0950622559,11,0,2042,0,861,20,185.63636363636363,81257.00950622559,81257.00950622559,220,232173.71511759303,2513.0139693899887,0
1.0,1,0,20,0,20,20,20.0,0.0,0.0,20,0.0,20000000.0,0
175916.6717529297,1391,0,2035962,0,1472,20,1463.667864845435,126.55875665678394,126.55875665678394,27820,3082.3823322356466,11573445.42568117,0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,1
136857.0327758789,4,0,115,0,55,20,28.75,45619.01092529297,45619.01092529297,80,65532.45523570611,840.2929514651057,0
4994.15397644043,3,0,84,0,44,20,28.0,2497.076988220215,2497.076988220215,60,2138.531093442763,16819.665632310116,0
423526.5254974365,30,0,3639,0,1022,20,121.3,14604.362948187469,14604.362948187469,600,42094.36054459892,8592.14188704227,0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,0
2000.3318786621091,2,0,40,0,20,20,20.0,2000.3318786621091,2000.3318786621091,40,0.0,19996.681764004767,0
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0,0
668502.5691986084,10,0,1929,0,747,20,192.9,74278.06324428982,74278.06324428982,200,88433.22392566751,2885.5536072396226,0
552829.7424316406,22,0,2424,0,1020,20,110.1818181818182,26325.225830078125,26325.225830078125,440,94868.02282421356,4384.713436976008,0
547459.602355957,8,0,995,0,415,20,124.375,78208.51462227957,78208.51462227957,172,121981.10163206464,1817.485702539661,0
458864.2120361328,3,0,1393,0,1322,20,464.3333333333333,229432.1060180664,229432.1060180664,60,324465.9959745713,3035.756468822872,1
766116.3806915283,8,0,299,0,101,20,37.375,109445.1972416469,109445.1972416469,160,126572.67154440851,390.2801291497125,1
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,0
333688.0207061768,20,0,21989,0,1472,20,1099.45,17562.52740558825,17562.52740558825,400,55849.161939532045,65896.88162453406,1
1.0,2,0,1328,0,664,664,664.0,0.0,0.0,16,0.0,1328000000.0,1
46234.130859375,2,0,42,0,21,21,21.0,46234.130859375,46234.130859375,40,0.0,908.419801980198,0
779006.7195892334,8,0,1602,0,948,20,200.25,111286.67422703336,111286.67422703336,160,127908.297417215,2056.464931194338,1
743908.4053039551,26,0,1464,0,964,20,56.30769230769231,29756.336212158203,29756.336212158203,520,72681.75389765174,1967.9842162850969,1
305056.8103790283,20,0,867,0,487,20,43.35,16055.621598896229,16055.621598896229,400,52535.43700721622,2842.093572416122,0
824971.4374542236,7,0,372,0,101,20,53.142857142857146,137495.23957570395,137495.23957570395,140,158147.18727892518,450.92470249388685,0
574002.2659301758,8,0,369,0,101,20,46.125,82000.32370431082,82000.32370431082,160,112240.15085241436,642.8546051155952,1
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,1
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0,0
355088.9492034912,4,0,1213,0,1122,20,303.25,118362.9830678304,118362.9830678304,80,157853.12704016632,3416.0454802125223,0
997577.428817749,2960,0,59200,0,20,20,20.0,337.13329801208147,337.13329801208147,59200,557.4687411422598,59343.764493708746,1
92463.25492858888,2197,0,3211149,0,1472,20,1461.6062812926718,42.10530734453045,42.10530734453045,43940,661.5333368598903,34728920.18002212,0
563742.8760528564,7,0,1516,0,878,20,216.57142857142856,93957.1460088094,93957.1460088094,140,88642.25626138087,2689.169237249678,1
310797.69134521484,13,0,1060,0,488,20,81.53846153846153,25899.80761210124,25899.80761210124,260,44159.33383276191,3410.578744687706,1
518272.63832092285,20,0,1166,0,489,20,58.3,27277.50728004857,27277.50728004857,400,68244.96958082775,2249.7811263537974,0
494590.2824401856,16,0,15426,0,1472,20,964.125,32972.68549601237,32972.68549601237,332,86408.26954489193,31189.45225509072,0
1.0,1,0,82,0,82,82,82.0,0.0,0.0,8,0.0,82000000.0,0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,0
870534.4200134277,44,0,46817,0,1404,20,1064.0227272727273,20244.98651194018,20244.98651194018,880,58726.21338701816,53779.60816216533,0
186517.7154541016,15,0,6429,0,1472,20,428.6,13322.693961007257,13322.693961007257,312,25347.632852516792,34468.57572937651,0
251772.40371704104,4,0,1031,0,971,20,257.75,83924.134572347,83924.134572347,80,144490.82190059882,4094.9682521945815,0
260364.77088928223,8,0,439,0,101,20,54.875,37194.96726989746,37194.96726989746,160,80948.040274572,1686.0960048495992,0
304068.08853149414,2,0,79,0,59,20,39.5,304068.08853149414,304068.08853149414,40,0.0,259.81022994399984,1
967689.2757415771,22,0,21558,0,1472,20,979.9090909090908,46080.44170197986,46080.44170197986,440,91488.97068540718,22277.812248646947,0
825905.0846099854,21,0,22164,0,1472,20,1055.428571428571,41295.25423049927,41295.25423049927,420,129978.46879719502,26836.01349962198,0
329690.21797180176,5,0,1232,0,668,20,246.4,82422.55449295044,82422.55449295044,100,131642.54787983655,3736.8412310776303,0
480169.2962646485,9,0,180,0,20,20,20.0,60021.162033081055,60021.162033081055,180,46365.48797508692,374.8677839259256,1
118631.60133361816,85,0,4491,0,1404,20,52.83529411764706,1412.280968257359,1412.280968257359,1700,7205.548122947099,37856.69205771167,0
771950.2449035645,5,0,803,0,692,20,160.6,192987.5612258911,192987.5612258911,100,239082.8407158923,1040.2224823444606,1
314938.3068084717,6,0,1458,0,871,20,243.0,62987.661361694336,62987.661361694336,120,112550.60445596352,4629.478118349942,1
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,0
680726.2897491455,26,0,1470,0,970,20,56.53846153846154,27229.05158996582,27229.05158996582,520,69132.98829360667,2159.4582464880414,1
1.0,1,0,226,0,226,226,226.0,0.0,0.0,8,0.0,226000000.0,0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,0
1038877.9640197754,2698,0,53960,0,20,20,20.0,385.19761365212287,385.19761365212287,53960,1225.9069407531251,51940.65315545845,1
374014.85443115234,3,0,589,0,537,20,196.33333333333331,187007.42721557617,187007.42721557617,72,97998.50345837846,1574.8037625292277,1
593236.9232177734,29,0,1401,0,638,20,48.310344827586206,21187.032972063334,21187.032972063334,580,52368.23770385668,2361.6196921810647,0
610662.9371643066,5,0,1229,0,1083,20,245.8,152665.73429107666,152665.73429107666,100,130435.7012716295,2012.5668764294464,0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,0
354010.58197021484,3,0,952,0,881,20,317.3333333333333,177005.29098510742,177005.29098510742,60,249829.99640796357,2689.18515006452,1
868781.566619873,5,0,1315,0,1204,20,263.0,217195.39165496823,217195.39165496823,100,168688.71025596582,1513.6140665555413,0
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0,0
1.0,2,0,179,0,101,78,89.5,0.0,0.0,40,0.0,179000000.0,0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,0
1.0,1,0,20,0,20,20,20.0,0.0,0.0,20,0.0,20000000.0,1
536967.7543640137,6,0,921,0,489,20,153.5,107393.55087280272,107393.55087280272,120,100791.6505659698,1715.18679197196,0
546378.8509368896,9,0,7123,0,1472,20,791.4444444444445,68297.3563671112,68297.3563671112,180,163876.59668425174,13036.741791498722,0
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0,0
568580.3890228271,21,0,21865,0,1472,20,1041.190476190476,28429.01945114136,28429.01945114136,420,74582.19421632323,38455.42410911779,1
721933.3648681641,6,0,1280,0,667,20,213.33333333333331,144386.6729736328,144386.6729736328,120,174680.0381081069,1773.016821620022,1
791734.6954345703,5,0,1010,0,490,20,202.0,197933.67385864255,197933.67385864255,100,161497.73650131992,1275.6798531427594,1
534443.3784484863,4,0,92,0,32,20,23.0,178147.7928161621,178147.7928161621,92,147869.67995954942,172.1417154930055,0
1.0,3,0,2811,0,1404,87,937.0,0.0,0.0,60,0.0,2811000000.0,0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,0
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0,1
954257.2498321532,40,0,42109,0,1472,20,1052.725,24468.13461108085,24468.13461108085,800,78349.4886551764,44127.51384116459,0
1002063.512802124,1853,0,37060,0,20,20,20.0,541.0710112322483,541.0710112322483,37060,2156.413883611797,36983.6836952252,1
465172.290802002,5,0,309,0,101,20,61.8,116293.07270050047,116293.07270050047,100,111845.28067004164,664.270005135633,0
722634.3154907227,22,0,1277,0,486,20,58.04545454545455,34411.157880510604,34411.157880510604,440,96400.0337865702,1767.1455293855256,1
999.6891021728516,12,0,14357,0,1404,125,1196.4166666666667,90.88082747025923,90.88082747025923,240,301.4176053558738,14361464.94824708,0
684552.6695251465,19,0,21437,0,1472,20,1128.2631578947369,38030.70386250814,38030.70386250814,380,88915.43000885959,31315.34059296007,0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,1
82524.06120300293,9,0,9045,0,1404,20,1005.0,10315.507650375366,10315.507650375366,180,28775.901183810933,109604.39741022908,0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,1
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,0
675726.8905639648,24,0,21729,0,1472,20,905.375,29379.43002452021,29379.43002452021,480,67037.96144418693,32156.482601816948,0
1051795.7210540771,67,0,84775,0,1472,20,1265.2985074626863,15936.298803849651,15936.298803849651,1340,63806.87924048991,80600.25183886575,0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,0
1006444.6926116945,2191,0,43820,0,20,20,20.0,459.5637865806824,459.5637865806824,43820,722.718444974986,43539.4019380125,1
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,1
596922.8744506836,21,0,10352,0,1472,20,492.95238095238096,29846.14372253418,29846.14372253418,432,67433.41374377572,17342.273923622706,1
525849.1039276123,34,0,43864,0,1472,20,1290.1176470588234,15934.821331139769,15934.821331139769,680,61000.28187662494,83415.56479297199,0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,1
276250.12397766113,5,0,239,0,101,20,47.8,69062.53099441528,69062.53099441528,100,129458.54479213266,865.157982768278,0
834166.0499572754,24,0,22590,0,1472,20,941.25,36268.0891285772,36268.0891285772,480,81805.39828026276,27080.939102181183,0
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0,1
786991.1193847656,15,0,12838,0,1472,20,855.8666666666667,56213.65138462612,56213.65138462612,300,99720.20980876008,16312.76349094787,1
297165.3938293457,4,0,668,0,542,20,167.0,99055.13127644856,99055.13127644856,80,88028.38522628447,2247.90643147235,0
525889.6350860596,6,0,2138,0,1472,20,356.3333333333333,105177.92701721191,105177.92701721191,144,137913.8342187166,4065.4918016213146,0
823088.6459350586,39,0,5331,0,1472,20,136.69230769230768,21660.22752460681,21660.22752460681,780,63628.12519376668,6476.823640233538,1
542652.6069641113,12,0,5142,0,1472,20,428.5,49332.05517855557,49332.05517855557,252,104393.75304903202,9475.675476373544,0
15999.317169189451,30,0,41070,0,1472,51,1369.0,551.7005920410156,551.7005920410156,600,2598.525095983906,2566984.551008852,0
1.0,2,0,16,0,8,8,8.0,0.0,0.0,0,0.0,16000000.0,1
1.0,1,0,57,0,57,57,57.0,0.0,0.0,8,0.0,57000000.0,0
1.0,1,0,20,0,20,20,20.0,0.0,0.0,20,0.0,20000000.0,0
433656.6925048828,10,0,2160,0,791,20,216.0,48184.07694498698,48184.07694498698,200,54728.49728004743,4980.898570995026,0
890316.2479400635,34,0,1587,0,317,20,46.6764705882353,26979.280240607983,26979.280240607983,680,80715.65144563727,1782.5126786935125,1
161134.7198486328,3,0,96,0,32,32,32.0,80567.3599243164,80567.3599243164,96,72556.6426484743,595.7747659236989,1
82158.56552124023,6,0,5254,0,1404,20,875.6666666666666,16431.713104248047,16431.713104248047,120,35619.9108969895,63949.50991009815,0
706116.6763305664,7,0,1604,0,969,20,229.14285714285717,117686.11272176106,117686.11272176106,140,163570.84481893657,2271.5792641173825,0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,0
778132.438659668,39,0,819,0,59,20,21.0,20477.169438412315,20477.169438412315,780,73255.59712254211,1052.5200586814326,0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,0
260554.313659668,3,0,141,0,101,20,47.0,130277.15682983398,130277.15682983398,60,184239.72205615792,541.1539652503011,0
592947.9598999023,3,0,1348,0,1277,20,449.3333333333333,296473.9799499512,296473.9799499512,60,419277.52333595,2273.386690170181,1
1.0,1,0,59,0,59,59,59.0,0.0,0.0,20,0.0,59000000.0,0
266618.2518005371,3,0,297,0,245,20,99.0,133309.12590026855,133309.12590026855,72,188527.57383626225,1113.9522444329584,0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,1
776486.6352081299,26,0,31065,0,1472,20,1194.8076923076924,31059.465408325195,31059.465408325195,532,81988.012687908,40007.1277359118,0
76968.43147277832,4,0,591,0,467,20,147.75,25656.14382425944,25656.14382425944,80,41840.7706087382,7678.472702266525,0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,0
655994.176864624,6,0,1562,0,740,20,260.3333333333333,131198.8353729248,131198.8353729248,120,148585.3010685842,2381.118697525186,1
207853.5556793213,2,0,79,0,59,20,39.5,207853.5556793213,207853.5556793213,40,0.0,380.0752878237121,0
213263.03482055664,2,0,79,0,59,20,39.5,213263.03482055664,213263.03482055664,40,0.0,370.43456718353474,1
229237.79487609863,19,0,848,0,488,20,44.63157894736842,12735.433048672146,12735.433048672146,380,35186.26892258172,3699.2154825880166,0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,0
1.0,1,0,20,0,20,20,20.0,0.0,0.0,20,0.0,20000000.0,0
54095.26824951172,5,0,172,0,68,20,34.4,13523.81706237793,13523.81706237793,100,27047.63412475586,3179.5756923999083,1
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0,0
15772.819519042969,4,0,143,0,59,20,35.75,5257.606506347656,5257.606506347656,80,5702.675522417146,9066.229397182417,1
536689.281463623,8,0,2176,0,1472,20,272.0,76669.89735194614,76669.89735194614,184,128233.19177613108,4054.487531529898,0
479864.1204833984,18,0,21720,0,1472,20,1206.6666666666667,28227.30120490579,28227.30120490579,360,114214.99110225716,45262.81310242581,1
251087.18872070312,3,0,589,0,537,20,196.33333333333331,125543.59436035156,125543.59436035156,72,177545.4538134756,2345.7986964646543,0
823195.4574584961,7,0,1616,0,795,20,230.8571428571429,137199.24290974936,137199.24290974936,140,162350.8765015824,1963.0817752434884,0
150908.7085723877,6,0,1541,0,925,20,256.8333333333333,30181.74171447754,30181.74171447754,120,28196.88653860588,10211.471654472578,0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,1
711549.2820739746,26,0,1495,0,971,20,57.5,28461.971282958984,28461.971282958984,544,72786.9012296089,2101.0491299246028,0
695330.8582305908,6,0,1491,0,877,20,248.5,139066.17164611816,139066.17164611816,120,167444.4890448918,2144.302934856292,0
160020.5898284912,17,0,2197,0,860,20,129.23529411764707,10001.2868642807,10001.2868642807,340,17417.261183900853,13729.483201847506,0
231528.75900268555,7,0,619,0,317,20,88.42857142857143,38588.12650044759,38588.12650044759,140,85414.08579191063,2673.5339603872712,0
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0,1
550979.8526763916,23,0,23000,0,1472,20,1000.0,25044.5387580178,25044.5387580178,460,49808.33802139229,41743.813114539866,1
1.0,2,0,40,0,20,20,20.0,0.0,0.0,40,0.0,40000000.0,0
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0,0
1001060.0090026855,2910,0,58200,0,20,20,20.0,344.1251320050484,344.1251320050484,58200,538.7050723444663,58138.372801429,1
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,1
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0,0
802790.8802032471,29,0,1008,0,245,20,34.758620689655174,28671.10286440168,28671.10286440168,604,66120.12189560807,1255.6196449874951,0
382346.1532592773,4,0,747,0,656,20,186.75,127448.71775309244,127448.71775309244,80,174515.60874991503,1953.7269922353396,0
769161.9396209717,24,0,24439,0,1472,20,1018.2916666666666,33441.82346178138,33441.82346178138,480,85863.20645006317,31773.54304874091,0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,0
217255.8307647705,3,0,60,0,20,20,20.0,108627.91538238524,108627.91538238524,60,153623.0711860862,276.17210451287644,0
965.8336639404296,2,0,40,0,20,20,20.0,965.8336639404296,965.8336639404296,40,0.0,41414.998765736855,1
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,1
154530.76362609863,12,0,1331,0,1020,20,110.91666666666669,14048.25123873624,14048.25123873624,240,26554.977880056817,8613.171699717195,0
907861.4711761476,108,0,125748,0,1472,20,1164.3333333333333,8484.68664650605,8484.68664650605,2160,25088.296903970637,138510.11855045648,0
1.0,1,0,128,0,128,128,128.0,0.0,0.0,8,0.0,128000000.0,0
58319.3302154541,9,0,1073,0,861,20,119.22222222222224,7289.916276931763,7289.916276931763,180,16940.434053874433,18398.70238625725,0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,1
578298.807144165,31,0,4230,0,862,20,136.4516129032258,19276.6269048055,19276.6269048055,620,52670.07121254253,7314.55771262813,0
338173.62785339355,4,0,1148,0,1049,20,287.0,112724.54261779784,112724.54261779784,80,97677.85487099532,3394.705871321479,0
1.0,2,0,64,0,44,20,32.0,0.0,0.0,40,0.0,64000000.0,0
185488.93928527832,2,0,40,0,20,20,20.0,185488.93928527832,185488.93928527832,40,0.0,215.64628141239615,0
1.0,1,0,128,0,128,128,128.0,0.0,0.0,8,0.0,128000000.0,0
999.45068359375,3,0,84,0,44,20,28.0,499.725341796875,499.725341796875,60,706.7183558306712,84046.16793893129,0
1077617.4068450928,770,0,15400,0,20,20,20.0,1401.3230258063625,1401.3230258063625,15400,5590.7432744786565,14290.786230974223,1
1.0,2,0,1184,0,1133,51,592.0,0.0,0.0,40,0.0,1184000000.0,0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,0
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0,0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,1
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,0
459522.4857330322,2,0,79,0,59,20,39.5,459522.4857330322,459522.4857330322,40,0.0,171.9175937037746,0
1.0,1,0,56,0,56,56,56.0,0.0,0.0,8,0.0,56000000.0,1
1.0,8,0,9998,0,1456,51,1249.75,0.0,0.0,160,0.0,9998000000.0,0
433449.02992248535,7,0,1092,0,972,20,156.0,72241.50498708089,72241.50498708089,140,114482.89745327324,2519.327359425132,0
997184.2765808104,36,0,40829,0,1472,20,1134.138888888889,28490.979330880305,28490.979330880305,720,78999.27943423734,40944.28779001237,0
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0,1
1.0,1,0,20,0,20,20,20.0,0.0,0.0,20,0.0,20000000.0,0
494270.3247070313,5,0,567,0,487,20,113.4,123567.5811767578,123567.5811767578,100,143230.44723018777,1147.1455429497569,1
340869.665145874,15,0,3306,0,1404,20,220.4,24347.83322470529,24347.83322470529,312,35950.55837773602,9698.721646542554,0
377566.3375854492,31,0,40744,0,1472,51,1314.3225806451612,12585.54458618164,12585.54458618164,620,67620.3447147442,107912.1625634303,0
893901.3481140137,7,0,1650,0,1420,20,235.7142857142857,148983.5580190023,148983.5580190023,140,225660.27449221825,1845.8412703831707,0
261604.07066345212,5,0,239,0,101,20,47.8,65401.01766586304,65401.01766586304,100,128149.43337615086,913.5943465783,0
275969.9821472168,7,0,419,0,101,20,59.85714285714285,45994.99702453613,45994.99702453613,140,84743.60663779995,1518.2810707886465,0
94728.94668579102,6,0,5238,0,1404,20,873.0,18945.789337158203,18945.789337158203,120,41802.71156346954,55294.60828245101,0
823298.2158660889,40,0,2334,0,488,20,58.35,21110.210663233047,21110.210663233047,800,44778.92154947151,2834.938731823549,0
522487.1635437012,25,0,22561,0,1472,20,902.44,21770.29848098755,21770.29848098755,500,54649.87124719612,43180.00818811118,1
320005.8937072754,6,0,1298,0,670,20,216.33333333333331,64001.17874145508,64001.17874145508,120,115034.97563241512,4056.175294031748,1
256791.353225708,6,0,4504,0,1472,20,750.6666666666666,51358.2706451416,51358.2706451416,132,114840.5843693686,17539.531387730127,0
413537.7407073975,25,0,535,0,55,20,21.4,17230.73919614156,17230.73919614156,500,77919.16635110357,1293.715052669266,0
551084.041595459,7,0,349,0,101,20,49.85714285714285,91847.34026590984,91847.34026590984,140,134116.0786458894,633.2972353719412,1
251249.0749359131,3,0,297,0,245,20,99.0,125624.53746795654,125624.53746795654,72,176246.15076758174,1182.0939045278346,0
254774.5704650879,4,0,208,0,78,20,52.0,84924.85682169597,84924.85682169597,80,107422.08026153546,816.408009717369,0
513268.9476013184,9,0,596,0,245,20,66.22222222222223,64158.6184501648,64158.6184501648,192,115533.67229192508,1161.1846046508604,1
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,0
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0,1
775530.0998687744,17,0,11714,0,1404,20,689.0588235294117,48470.6312417984,48470.6312417984,340,74676.25551672594,15104.507229290131,0
626246.9291687012,21,0,922,0,487,20,43.90476190476191,31312.34645843506,31312.34645843506,420,67458.89033083056,1472.2627082960555,1
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,1
110038.04206848145,4,0,143,0,59,20,35.75,36679.34735616048,36679.34735616048,80,31783.82569004482,1299.5505673483804,0
496867.8951263428,3,0,96,0,32,32,32.0,248433.9475631714,248433.9475631714,96,11841.072795438657,193.21030990659852,1
992958.0688476562,867,0,17340,0,20,20,20.0,1146.6028508633444,1146.6028508633444,17340,4753.246047561397,17462.97305396123,1
305507.1830749512,5,0,1599,0,1472,20,319.8,76376.7957687378,76376.7957687378,100,152084.6903381754,5233.919490553228,0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,1
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0,0
